from,to,distance
images/images/travel and  adventure/Places365_val_00006863.jpg,images/images/travel and  adventure/Places365_val_00011848.jpg,0.691771
images/images/travel and  adventure/Places365_val_00014488.jpg,images/images/art and culture/i - 934.jpeg,0.691766
images/images/art and culture/702.jpg,images/images/art and culture/256 (6).jpg,0.691754
images/images/art and culture/i - 1107.jpeg,images/images/architecure/1086000142_0d9c86aff4_n.jpg,0.691737
images/images/travel and  adventure/Places365_val_00010584.jpg,images/images/travel and  adventure/Places365_val_00009289.jpg,0.691713
images/images/art and culture/i - 1442.jpeg,images/images/travel and  adventure/Places365_val_00007692.jpg,0.691690
images/images/food and d rinks/tQDzYevUaDwTavqYKnUn.jpg,images/images/food and d rinks/164 (3).jpg,0.691676
images/images/travel and  adventure/Places365_val_00010361.jpg,images/images/travel and  adventure/Places365_val_00008491.jpg,0.691675
images/images/travel and  adventure/Places365_val_00012920.jpg,images/images/art and culture/i - 1054.jpeg,0.691666
images/images/art and culture/670 (2).jpg,images/images/art and culture/i - 1241.jpeg,0.691629
images/images/travel and  adventure/Places365_val_00013393.jpg,images/images/food and d rinks/j2GgXi3cGNlRP880ucEi.jpg,0.691585
images/images/travel and  adventure/Places365_val_00013511.jpg,images/images/travel and  adventure/Places365_val_00011414.jpg,0.691582
images/images/food and d rinks/159.jpg,images/images/food and d rinks/YES1LXyu4vHJrBPclK8H.jpg,0.691546
images/images/food and d rinks/crACxAdDHuvWUdjL7owb.jpg,images/images/food and d rinks/p1V4XWpt8MHuE7OHAIoa.jpg,0.691532
images/images/food and d rinks/QsxIzgMZhMuzeKyHzfye.jpg,images/images/food and d rinks/yoMALm4J4KuULEcSAEdy.jpg,0.691507
images/images/travel and  adventure/Places365_val_00005973.jpg,images/images/art and culture/108 (7).jpg,0.691501
images/images/food and d rinks/NPv81iwS0N7Hzo4xqGSP.jpg,images/images/food and d rinks/408 (2).jpg,0.691495
images/images/art and culture/i - 1497.jpeg,images/images/art and culture/27 (10).jpg,0.691454
images/images/art and culture/27 (10).jpg,images/images/art and culture/i - 1497.jpeg,0.691454
images/images/travel and  adventure/Places365_val_00010317.jpg,images/images/travel and  adventure/Places365_val_00012907.jpg,0.691429
images/images/travel and  adventure/Places365_val_00010452.jpg,images/images/art and culture/360.jpg,0.691429
images/images/travel and  adventure/Places365_val_00008871.jpg,images/images/travel and  adventure/Places365_val_00009902.jpg,0.691378
images/images/art and culture/183 (6).jpg,images/images/food and d rinks/7ltGs4vuUlkBFtG3iRva.jpg,0.691353
images/images/food and d rinks/135 (2).jpg,images/images/food and d rinks/p1V4XWpt8MHuE7OHAIoa.jpg,0.691342
images/images/art and culture/209 (2).jpg,images/images/art and culture/494 (9).jpg,0.691340
images/images/travel and  adventure/Places365_val_00010000.jpg,images/images/travel and  adventure/Places365_val_00008135.jpg,0.691296
images/images/travel and  adventure/Places365_val_00005843.jpg,images/images/travel and  adventure/Places365_val_00008243.jpg,0.691225
images/images/travel and  adventure/Places365_val_00008243.jpg,images/images/travel and  adventure/Places365_val_00005843.jpg,0.691225
images/images/travel and  adventure/Places365_val_00013078.jpg,images/images/travel and  adventure/Places365_val_00007456.jpg,0.691214
images/images/travel and  adventure/Places365_val_00007456.jpg,images/images/travel and  adventure/Places365_val_00013078.jpg,0.691214
images/images/art and culture/i - 937.jpeg,images/images/art and culture/i - 784.jpeg,0.691154
images/images/food and d rinks/CttLIFc4deIrHbGVwTHY.jpg,images/images/food and d rinks/pMJBuoyu0mfnUAvKcZ2K.jpg,0.691139
images/images/architecure/15489556067_79e9e12044_n.jpg,images/images/travel and  adventure/Places365_val_00012482.jpg,0.691104
images/images/travel and  adventure/Places365_val_00008360.jpg,images/images/food and d rinks/TSscscZqS3VcYXAhUMOd.jpg,0.691091
images/images/art and culture/485 (6).jpg,images/images/art and culture/320 (9).jpg,0.691081
images/images/travel and  adventure/Places365_val_00010914.jpg,images/images/food and d rinks/1466063322984.jpg,0.691070
images/images/art and culture/i - 1111.jpeg,images/images/travel and  adventure/Places365_val_00008797.jpg,0.691059
images/images/food and d rinks/UL4IKqBRfpI1tbTKqj1e.jpg,images/images/food and d rinks/MLvSToFgwoE8kFtbA1nj.jpg,0.691016
images/images/art and culture/i - 1101.jpeg,images/images/art and culture/i - 1146.jpeg,0.690997
images/images/travel and  adventure/Places365_val_00012241.jpg,images/images/travel and  adventure/Places365_val_00013232.jpg,0.690983
images/images/art and culture/i - 1082.jpeg,images/images/travel and  adventure/Places365_val_00013137.jpg,0.690960
images/images/travel and  adventure/Places365_val_00010432.jpg,images/images/art and culture/1427.jpg,0.690940
images/images/travel and  adventure/Places365_val_00011233.jpg,images/images/travel and  adventure/Places365_val_00009102.jpg,0.690920
images/images/food and d rinks/Mrqw1x5FphjFaUwmLai3.png,images/images/food and d rinks/o7jSnQmqt8vvZkyJ6GXr.jpg,0.690909
images/images/architecure/4934336755_4b28ccfe91_m.jpg,images/images/art and culture/i - 1400.jpeg,0.690908
images/images/travel and  adventure/Places365_val_00013719.jpg,images/images/travel and  adventure/Places365_val_00008450.jpg,0.690906
images/images/travel and  adventure/Places365_val_00010846.jpg,images/images/travel and  adventure/Places365_val_00012651.jpg,0.690906
images/images/art and culture/2.jpg,images/images/art and culture/i - 1277.jpeg,0.690877
images/images/art and culture/648 (8).jpg,images/images/art and culture/564 (9).jpg,0.690841
images/images/travel and  adventure/Places365_val_00009965.jpg,images/images/travel and  adventure/Places365_val_00010951.jpg,0.690835
images/images/travel and  adventure/Places365_val_00011153.jpg,images/images/art and culture/681 (2).jpg,0.690830
images/images/travel and  adventure/Places365_val_00006213.jpg,images/images/travel and  adventure/Places365_val_00006630.jpg,0.690819
images/images/travel and  adventure/Places365_val_00009481.jpg,images/images/food and d rinks/88 (2).jpg,0.690800
images/images/travel and  adventure/Places365_val_00008118.jpg,images/images/travel and  adventure/Places365_val_00006445.jpg,0.690767
images/images/travel and  adventure/Places365_val_00009329.jpg,images/images/art and culture/0933.jpg,0.690759
images/images/travel and  adventure/Places365_val_00012861.jpg,images/images/food and d rinks/0ZuP0btgCQOauuf2S4yN.jpeg,0.690753
images/images/art and culture/496 (8).jpg,images/images/art and culture/54 (2).jpg,0.690727
images/images/travel and  adventure/Places365_val_00012085.jpg,images/images/travel and  adventure/Places365_val_00005890.jpg,0.690725
images/images/food and d rinks/4S1EedY6LuK5Ce14ZyNL.jpg,images/images/food and d rinks/a1gWOSfX4HoimIbDlPA4.jpeg,0.690721
images/images/food and d rinks/fxAm7JvbH6MgFywDukDB.jpg,images/images/food and d rinks/GlM3FApgZ3hpqrp7JiCN.jpeg,0.690702
images/images/travel and  adventure/Places365_val_00007276.jpg,images/images/travel and  adventure/Places365_val_00014109.jpg,0.690696
images/images/food and d rinks/bJUjo5kzsTVe3EO2Wa45.jpg,images/images/food and d rinks/cB7pWFTO6zDbIjzVtueK.jpg,0.690665
images/images/travel and  adventure/Places365_val_00008235.jpg,images/images/travel and  adventure/Places365_val_00006876.jpg,0.690606
images/images/food and d rinks/wmlBdg6YQ2XuBGblmfoi.jpg,images/images/food and d rinks/J2rxpHyMyreoJt5bkUkK.jpg,0.690600
images/images/travel and  adventure/Places365_val_00011618.jpg,images/images/art and culture/i - 1482.jpeg,0.690583
images/images/travel and  adventure/Places365_val_00006460.jpg,images/images/travel and  adventure/Places365_val_00011637.jpg,0.690562
images/images/travel and  adventure/Places365_val_00006062.jpg,images/images/travel and  adventure/Places365_val_00011323.jpg,0.690532
images/images/travel and  adventure/Places365_val_00008721.jpg,images/images/travel and  adventure/Places365_val_00005994.jpg,0.690494
images/images/art and culture/410 (2).jpg,images/images/food and d rinks/426.jpg,0.690487
images/images/food and d rinks/VjWm1h55w8hqrYkToU7R.png,images/images/food and d rinks/y6XEyXOqmuJ1HSl3jRwb.jpeg,0.690481
images/images/travel and  adventure/Places365_val_00010877.jpg,images/images/travel and  adventure/Places365_val_00011128.jpg,0.690427
images/images/architecure/4368489014_9e19921dcc_n.jpg,images/images/architecure/16497382214_58321356f0_m.jpg,0.690410
images/images/art and culture/438 (5).jpg,images/images/art and culture/57 (6).jpg,0.690398
images/images/food and d rinks/xSwAfCUPooIDyO2rBl2n.jpg,images/images/travel and  adventure/Places365_val_00009609.jpg,0.690397
images/images/food and d rinks/uj5JkMRnlnZUYppTkGRq.jpg,images/images/food and d rinks/mvg8FDvLRkFNHzPRhyC1.jpg,0.690395
images/images/art and culture/761.jpg,images/images/art and culture/239 (3).jpg,0.690378
images/images/art and culture/678 (2).jpg,images/images/art and culture/490 (2).jpg,0.690376
images/images/art and culture/109 (5).jpg,images/images/art and culture/468 (2).jpg,0.690366
images/images/travel and  adventure/Places365_val_00008875.jpg,images/images/art and culture/i - 891.jpeg,0.690359
images/images/travel and  adventure/Places365_val_00013713.jpg,images/images/travel and  adventure/Places365_val_00006907.jpg,0.690353
images/images/food and d rinks/363 (2).jpg,images/images/food and d rinks/DmgCRQIFOmTLfJ5BGt7Z.jpg,0.690350
images/images/food and d rinks/440 (2).jpg,images/images/food and d rinks/149 (3).jpg,0.690328
images/images/travel and  adventure/Places365_val_00006363.jpg,images/images/travel and  adventure/Places365_val_00014280.jpg,0.690276
images/images/food and d rinks/180.jpg,images/images/art and culture/609 (6).jpg,0.690267
images/images/art and culture/617 (5).jpg,images/images/art and culture/108 (2).jpg,0.690247
images/images/708860480_1a956ae0f7.jpg.jpg,images/images/food and d rinks/uOak1Ed411SZ2iDMwzE0.jpg,0.690235
images/images/travel and  adventure/Places365_val_00010157.jpg,images/images/travel and  adventure/Places365_val_00011719.jpg,0.690230
images/images/travel and  adventure/Places365_val_00012117.jpg,images/images/food and d rinks/CiYPwXdXdh58wIxRErgK.jpg,0.690226
images/images/travel and  adventure/Places365_val_00014471.jpg,images/images/travel and  adventure/Places365_val_00006746.jpg,0.690222
images/images/art and culture/3394_mainfoto_05.jpg,images/images/art and culture/2029.jpg,0.690215
images/images/travel and  adventure/Places365_val_00012374.jpg,images/images/travel and  adventure/Places365_val_00013481.jpg,0.690185
images/images/travel and  adventure/Places365_val_00013481.jpg,images/images/travel and  adventure/Places365_val_00012374.jpg,0.690185
images/images/travel and  adventure/Places365_val_00011523.jpg,images/images/travel and  adventure/Places365_val_00008117.jpg,0.690183
images/images/food and d rinks/aXG2DME83H6Jr1x1xBqO.jpg,images/images/food and d rinks/ftbBkirR2kvewWYnbFSb.png,0.690175
images/images/architecure/6404900741_3f51545306_n.jpg,images/images/architecure/1485046732_e07fceff78_m.jpg,0.690133
images/images/travel and  adventure/Places365_val_00013514.jpg,images/images/travel and  adventure/Places365_val_00010420.jpg,0.690108
images/images/architecure/6959360243_e21766f091_n.jpg,images/images/travel and  adventure/Places365_val_00012226.jpg,0.690102
images/images/travel and  adventure/Places365_val_00014141.jpg,images/images/travel and  adventure/Places365_val_00006738.jpg,0.690086
images/images/architecure/4368489014_9e19921dcc_n.jpg,images/images/architecure/4934987523_433aa2ba5d_n.jpg,0.690064
images/images/architecure/6200841449_258e8454a1_m.jpg,images/images/travel and  adventure/Places365_val_00011259.jpg,0.690050
images/images/travel and  adventure/Places365_val_00005814.jpg,images/images/travel and  adventure/Places365_val_00008941.jpg,0.690016
images/images/travel and  adventure/Places365_val_00012638.jpg,images/images/travel and  adventure/Places365_val_00008109.jpg,0.690000
images/images/travel and  adventure/Places365_val_00005814.jpg,images/images/architecure/15308422572_886492a2c5_n.jpg,0.689998
images/images/travel and  adventure/Places365_val_00009350.jpg,images/images/art and culture/2278.jpg,0.689988
images/images/travel and  adventure/Places365_val_00013784.jpg,images/images/travel and  adventure/Places365_val_00011984.jpg,0.689979
images/images/art and culture/541 (2).jpg,images/images/art and culture/589 (2).jpeg,0.689968
images/images/food and d rinks/jx7ds0xgBOzLUA4sGgsr.jpg,images/images/travel and  adventure/Places365_val_00013604.jpg,0.689964
images/images/travel and  adventure/Places365_val_00014428.jpg,images/images/travel and  adventure/Places365_val_00013300.jpg,0.689942
images/images/travel and  adventure/Places365_val_00011886.jpg,images/images/travel and  adventure/Places365_val_00009744.jpg,0.689884
images/images/travel and  adventure/Places365_val_00013697.jpg,images/images/architecure/81395154_95a494829d.jpg,0.689860
images/images/travel and  adventure/Places365_val_00008590.jpg,images/images/travel and  adventure/Places365_val_00011953.jpg,0.689828
images/images/travel and  adventure/Places365_val_00012505.jpg,images/images/travel and  adventure/Places365_val_00007054.jpg,0.689820
images/images/art and culture/594 (8).jpg,images/images/food and d rinks/331 (3).jpg,0.689801
images/images/food and d rinks/26lE3KCtaPrCvuJYWmCp.jpg,images/images/travel and  adventure/Places365_val_00008156.jpg,0.689792
images/images/travel and  adventure/Places365_val_00010815.jpg,images/images/food and d rinks/278.jpg,0.689777
images/images/food and d rinks/278.jpg,images/images/travel and  adventure/Places365_val_00010815.jpg,0.689777
images/images/travel and  adventure/Places365_val_00013890.jpg,images/images/art and culture/i - 917.jpeg,0.689738
images/images/food and d rinks/hKedkOVUEFc7poXVgLZ7.jpeg,images/images/food and d rinks/MoNRgPut0krnrDsSoMhs.jpg,0.689729
images/images/food and d rinks/ogxH4aO5A0tVmx2gCWnT.jpeg,images/images/food and d rinks/Bopt8ad0mAYLUpxuXVaw.jpg,0.689693
images/images/art and culture/i - 933.jpeg,images/images/travel and  adventure/Places365_val_00008315.jpg,0.689667
images/images/travel and  adventure/Places365_val_00010914.jpg,images/images/travel and  adventure/Places365_val_00005828.jpg,0.689665
images/images/travel and  adventure/Places365_val_00010000.jpg,images/images/travel and  adventure/Places365_val_00013059.jpg,0.689573
images/images/art and culture/675 (5).jpg,images/images/art and culture/280.jpg,0.689562
images/images/art and culture/i - 1154.jpeg,images/images/art and culture/i - 1112.jpeg,0.689534
