from,to,distance
images/images/food and d rinks/uO6H0sqpkRdg20J3QvzX.jpg,images/images/food and d rinks/R4wngNqB2TJv1iEvK4Uo.jpg,1.000000
images/images/food and d rinks/atheifyJtMAPwHZvaxpU.jpg,images/images/food and d rinks/UndvzJBmsn2SMgU8JMKx.jpg,1.000000
images/images/food and d rinks/OalSKS8ZepeJJZ7rNwZD.png,images/images/food and d rinks/PYFXUZZDGzcsoUAEWLhH.png,1.000000
images/images/art and culture/1945.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/art and culture/1945.jpg,images/images/art and culture/1395.jpg,1.000000
images/images/art and culture/2115.jpg,images/images/art and culture/1990.jpg,1.000000
images/images/art and culture/2364.jpg,images/images/art and culture/1868.jpg,1.000000
images/images/art and culture/2045.jpg,images/images/art and culture/1395.jpg,1.000000
images/images/art and culture/2364.jpg,images/images/art and culture/1593.jpg,1.000000
images/images/food and d rinks/NA0Kn5oGexYTGqiVnjkD.jpeg,images/images/food and d rinks/XBqtJpvKIK8TeKXgP8q2.jpeg,1.000000
images/images/architecure/5711130700_3a8e1d270c_n - copia.jpg,images/images/architecure/5711130700_3a8e1d270c_n.jpg,1.000000
images/images/art and culture/2362.jpg,images/images/art and culture/2091.jpg,1.000000
images/images/food and d rinks/OkFaByhwLZvoubiX2GHd.jpg,images/images/food and d rinks/woM2SCnX8yperb8tHCLb.jpg,1.000000
images/images/art and culture/2113.jpg,images/images/art and culture/2313.jpg,1.000000
images/images/art and culture/2115.jpg,images/images/art and culture/1890.jpg,1.000000
images/images/art and culture/2045.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/art and culture/2116.jpg,images/images/art and culture/1716.jpg,1.000000
images/images/architecure/5729527832_565aa3b266_n - copia.jpg,images/images/architecure/5729527832_565aa3b266_n.jpg,1.000000
images/images/art and culture/2116.jpg,images/images/art and culture/2091.jpg,1.000000
images/images/art and culture/2362.jpg,images/images/art and culture/1716.jpg,1.000000
images/images/art and culture/2044.jpg,images/images/art and culture/1769.jpg,1.000000
images/images/art and culture/2361.jpg,images/images/art and culture/1990.jpg,1.000000
images/images/art and culture/2361.jpg,images/images/art and culture/1890.jpg,1.000000
images/images/art and culture/2043.jpg,images/images/art and culture/1868.jpg,1.000000
images/images/art and culture/2049.jpg,images/images/art and culture/2199.jpg,1.000000
images/images/food and d rinks/MQaDSKQapEA5b1gIJ5ML.jpeg,images/images/food and d rinks/drzNL7BACeRvYMPdL5LA.jpeg,1.000000
images/images/food and d rinks/MQaDSKQapEA5b1gIJ5ML.jpeg,images/images/food and d rinks/AhdQVfmbuHh7CvUb8UcX.jpeg,1.000000
images/images/art and culture/2368.jpg,images/images/art and culture/2047.jpg,1.000000
images/images/art and culture/2099.jpg,images/images/art and culture/1899.jpg,1.000000
images/images/art and culture/2099.jpg,images/images/art and culture/2199.jpg,1.000000
images/images/art and culture/2368.jpg,images/images/art and culture/1872.jpg,1.000000
images/images/architecure/5682236368_fd9c307b36_n - copia.jpg,images/images/architecure/5682236368_fd9c307b36_n.jpg,1.000000
images/images/food and d rinks/FcUngs66suspobysAACO.jpg,images/images/food and d rinks/YvEqAExO6fMzTcudPWmb.jpg,1.000000
images/images/art and culture/2049.jpg,images/images/art and culture/1899.jpg,1.000000
images/images/food and d rinks/7pWrWlLEE3wDQHUbgzJZ.jpg,images/images/food and d rinks/GDnqpMXh3mia6TK1rigP.jpg,1.000000
images/images/food and d rinks/7pWrWlLEE3wDQHUbgzJZ.jpg,images/images/food and d rinks/pIX6YKvYX2sJcgAk5aCo.jpg,1.000000
images/images/art and culture/2047.jpg,images/images/art and culture/1872.jpg,1.000000
images/images/food and d rinks/FFUj61YCJZS7T7B3zboG.png,images/images/food and d rinks/N4kKKvxUxjeE7axPEEei.png,1.000000
images/images/architecure/5045090908_168b5f5a0b_n.jpg,images/images/architecure/5179388305_a65e476001_n.jpg,1.000000
images/images/art and culture/611 (7).jpg,images/images/art and culture/639.jpg,1.000000
images/images/food and d rinks/NA0Kn5oGexYTGqiVnjkD.jpeg,images/images/food and d rinks/VaXyM7CkGw71y6eHqIgK.jpeg,1.000000
images/images/art and culture/2120.jpg,images/images/art and culture/1395.jpg,1.000000
images/images/art and culture/2120.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/architecure/Carrión_de_los_Condes_-_Iglesia_de_San_Andrés_06.jpg,images/images/architecure/Carri�n_de_los_Condes_-_Iglesia_de_San_Andr�s_06.jpg,1.000000
images/images/art and culture/2349.jpg,images/images/art and culture/2199.jpg,1.000000
images/images/architecure/Ermita_de_Nosa_Señora_da_Lanzada_(9312986161).jpg,images/images/architecure/Ermita_de_Nosa_Se�ora_da_Lanzada_(9312986161).jpg,1.000000
images/images/art and culture/2122.jpg,images/images/art and culture/1872.jpg,1.000000
images/images/art and culture/2122.jpg,images/images/art and culture/2047.jpg,1.000000
images/images/art and culture/2349.jpg,images/images/art and culture/1899.jpg,1.000000
images/images/architecure/Ermita_de_Santa_María_de_La_Piscina_-_╡bside.jpg,images/images/architecure/Ermita_de_Santa_Mar�a_de_La_Piscina_-_�bside.jpg,1.000000
images/images/art and culture/2119.jpg,images/images/art and culture/2044.jpg,1.000000
images/images/art and culture/2038.jpg,images/images/art and culture/2313.jpg,1.000000
images/images/architecure/Fr_Saint-Martin-de-la-Cluze_Chapelle_Saint-Christophe_de_Pâquier_Apse.jpg,images/images/architecure/Fr_Saint-Martin-de-la-Cluze_Chapelle_Saint-Christophe_de_P�quier_Apse.jpg,1.000000
images/images/art and culture/2124.jpg,images/images/art and culture/1899.jpg,1.000000
images/images/art and culture/2124.jpg,images/images/art and culture/2199.jpg,1.000000
images/images/art and culture/2347.jpg,images/images/art and culture/2047.jpg,1.000000
images/images/art and culture/2347.jpg,images/images/art and culture/1872.jpg,1.000000
images/images/food and d rinks/8jc7qFxnih1A31ZhSfhE.jpg,images/images/food and d rinks/w2aT6tylk8zV42oubxYa.jpg,1.000000
images/images/art and culture/2345.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/architecure/Ilmmünster_St._Arsatius_181.jpg,images/images/architecure/Ilmm�nster_St._Arsatius_181.jpg,1.000000
images/images/art and culture/2118.jpg,images/images/art and culture/1593.jpg,1.000000
images/images/food and d rinks/FcUngs66suspobysAACO.jpg,images/images/food and d rinks/w6wid45kpm5fAiTsC6zi.jpg,1.000000
images/images/art and culture/2043.jpg,images/images/art and culture/1593.jpg,1.000000
images/images/art and culture/2359.jpg,images/images/art and culture/2313.jpg,1.000000
images/images/art and culture/2359.jpg,images/images/art and culture/2113.jpg,1.000000
images/images/art and culture/2041.jpg,images/images/art and culture/2091.jpg,1.000000
images/images/architecure/98px-Oreitia_-_Iglesia_de_San_Julián_y_Santa_Basilisa_02.jpg,images/images/architecure/98px-Oreitia_-_Iglesia_de_San_Juli�n_y_Santa_Basilisa_02.jpg,1.000000
images/images/art and culture/2041.jpg,images/images/art and culture/1716.jpg,1.000000
images/images/art and culture/2040.jpg,images/images/art and culture/1990.jpg,1.000000
images/images/art and culture/2040.jpg,images/images/art and culture/1890.jpg,1.000000
images/images/food and d rinks/mSey8bU32FCPUODjKctq.jpg,images/images/food and d rinks/z8UYnIARRmvIIsDSsC8P.jpg,1.000000
images/images/food and d rinks/5OoPXutRMmEkXaFb6uip.jpg,images/images/food and d rinks/gLgo0ABfrq0DqPx3obma.jpg,1.000000
images/images/art and culture/2118.jpg,images/images/art and culture/1868.jpg,1.000000
images/images/architecure/Abside_Arcade_supérieure_5.jpg,images/images/architecure/Abside_Arcade_sup�rieure_5.jpg,1.000000
images/images/architecure/Alcobendas_-_Iglesia_de_San_Pedro_Mártir_01.jpg,images/images/architecure/Alcobendas_-_Iglesia_de_San_Pedro_M�rtir_01.jpg,1.000000
images/images/architecure/Arboçols._Marcèvol_priory._Apse._12th_C._(21469846248).jpg,images/images/architecure/Arbo�ols._Marc�vol_priory._Apse._12th_C._(21469846248).jpg,1.000000
images/images/art and culture/2119.jpg,images/images/art and culture/1769.jpg,1.000000
images/images/architecure/5515660601_b01678b54e_m - copia.jpg,images/images/architecure/5515660601_b01678b54e_m.jpg,1.000000
images/images/art and culture/2093.jpg,images/images/art and culture/1868.jpg,1.000000
images/images/architecure/88px-SF_-_╡bside.jpg,images/images/architecure/88px-SF_-_�bside.jpg,1.000000
images/images/architecure/88px-Nantes_-_arcs-boutants_de_la_cathédrale.jpg,images/images/architecure/88px-Nantes_-_arcs-boutants_de_la_cath�drale.jpg,1.000000
images/images/architecure/90px-Prádanos_Tozo_-_Iglesia_de_San_Martín_14.jpg,images/images/architecure/90px-Pr�danos_Tozo_-_Iglesia_de_San_Mart�n_14.jpg,1.000000
images/images/architecure/90px-San_Cebrián_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,1.000000
images/images/architecure/90px-San_Cebrián_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,1.000000
images/images/architecure/90px-San_Cebrián_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,1.000000
images/images/architecure/90px-San_Cebrián_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,1.000000
images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,1.000000
images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07.jpg,images/images/architecure/90px-San_Cebri�n_de_Campos_-_Iglesia_de_San_Cornelio_y_San_Cipriano_07 (1).jpg,1.000000
images/images/architecure/90px-Sant_Miquel_d'πdena_-_05.jpg,images/images/architecure/90px-Sant_Miquel_d'�dena_-_05.jpg,1.000000
images/images/architecure/90px-Skörstorps_kyrka_Absid_3711.jpg,images/images/architecure/90px-Sk�rstorps_kyrka_Absid_3711.jpg,1.000000
images/images/architecure/88px-Höörs_kyrka1.jpg,images/images/architecure/88px-H��rs_kyrka1.jpg,1.000000
images/images/art and culture/2090.jpg,images/images/art and culture/1990.jpg,1.000000
images/images/art and culture/2090.jpg,images/images/art and culture/1890.jpg,1.000000
images/images/art and culture/2088.jpg,images/images/art and culture/2313.jpg,1.000000
images/images/art and culture/2088.jpg,images/images/art and culture/2113.jpg,1.000000
images/images/art and culture/2091.jpg,images/images/art and culture/1716.jpg,1.000000
images/images/food and d rinks/71TyKvibhbmFXiMU7few.jpeg,images/images/food and d rinks/drzNL7BACeRvYMPdL5LA.jpeg,1.000000
images/images/food and d rinks/71TyKvibhbmFXiMU7few.jpeg,images/images/food and d rinks/AhdQVfmbuHh7CvUb8UcX.jpeg,1.000000
images/images/food and d rinks/7BGuP7AAkQTteLCLWVA5.jpg,images/images/food and d rinks/ZTALPgVZNiqZuaItsd5x.jpg,1.000000
images/images/architecure/90px-Abside_Mudéjar-Toledo.jpg,images/images/architecure/90px-Abside_Mud�jar-Toledo.jpg,1.000000
images/images/art and culture/2094.jpg,images/images/art and culture/1769.jpg,1.000000
images/images/architecure/90px-Argandoña_-_Santa_Columba_06.jpg,images/images/architecure/90px-Argando�a_-_Santa_Columba_06.jpg,1.000000
images/images/food and d rinks/6uH5L1tPpFn1NKJRtatf.jpg,images/images/food and d rinks/VNjdWpUOpDniqRBLwGyA.jpg,1.000000
images/images/food and d rinks/6uH5L1tPpFn1NKJRtatf.jpg,images/images/food and d rinks/KX10dti5Q5EjgOTPR3jW.jpg,1.000000
images/images/art and culture/2093.jpg,images/images/art and culture/1593.jpg,1.000000
images/images/architecure/5553383412_0514cbd3a5_m - copia.jpg,images/images/architecure/5553383412_0514cbd3a5_m.jpg,1.000000
images/images/architecure/90px-Munguía_-_Iglesia_de_San_Pedro_36.jpg,images/images/architecure/90px-Mungu�a_-_Iglesia_de_San_Pedro_36.jpg,1.000000
images/images/food and d rinks/oScDCIEmsNR3FAYqIjG7.jpg,images/images/food and d rinks/qknBof5CNc1PNCRl0MTz.jpg,1.000000
images/images/architecure/5528066261_52d3388cdd_m - copia.jpg,images/images/architecure/5528066261_52d3388cdd_m.jpg,1.000000
images/images/art and culture/40 (5).jpg,images/images/art and culture/694.jpg,1.000000
images/images/art and culture/2094.jpg,images/images/art and culture/2044.jpg,1.000000
images/images/food and d rinks/MUgQNFKrXQ2QuVrKn18j.jpg,images/images/food and d rinks/nDLDF5YlpTncKZFaCjcG.jpg,1.000000
images/images/art and culture/2095.jpg,images/images/art and culture/1395.jpg,1.000000
images/images/art and culture/2095.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/art and culture/2066.jpg,images/images/art and culture/2091.jpg,1.000000
images/images/art and culture/2066.jpg,images/images/art and culture/1716.jpg,1.000000
images/images/food and d rinks/oMTfFGtz801gI4bgiT1s.jpg,images/images/food and d rinks/rhJFU0evN3M0nQLwC2ZM.jpg,1.000000
images/images/art and culture/2065.jpg,images/images/art and culture/1990.jpg,1.000000
images/images/art and culture/2065.jpg,images/images/art and culture/1890.jpg,1.000000
images/images/art and culture/2068.jpg,images/images/art and culture/1593.jpg,1.000000
images/images/architecure/5649275180_dcc3c0537b_n - copia.jpg,images/images/architecure/5649275180_dcc3c0537b_n.jpg,1.000000
images/images/art and culture/2063.jpg,images/images/art and culture/2313.jpg,1.000000
images/images/art and culture/2063.jpg,images/images/art and culture/2113.jpg,1.000000
images/images/food and d rinks/fMzTN2GTTnzG3fNSeaEk.jpg,images/images/food and d rinks/SzBpLjR0x1PwDgeF1wtt.jpg,1.000000
images/images/art and culture/236.jpg,images/images/art and culture/426 (6).jpg,1.000000
images/images/art and culture/2097.jpg,images/images/art and culture/1872.jpg,1.000000
images/images/art and culture/2097.jpg,images/images/art and culture/2047.jpg,1.000000
images/images/art and culture/2070.jpg,images/images/art and culture/1545.jpg,1.000000
images/images/art and culture/2074.jpg,images/images/art and culture/2199.jpg,1.000000
images/images/architecure/5576996206_38e88b0960_m - copia.jpg,images/images/architecure/5576996206_38e88b0960_m.jpg,1.000000
images/images/art and culture/43.png,images/images/art and culture/46.png,1.000000
images/images/food and d rinks/MVEvOnpcvzuKwph2tZUL.jpg,images/images/food and d rinks/nlCTyEtiI85suPm1bGba.jpg,1.000000
images/images/art and culture/2074.jpg,images/images/art and culture/1899.jpg,1.000000
images/images/architecure/5466674172_3bc67a6fdf_n - copia.jpg,images/images/architecure/5466674172_3bc67a6fdf_n.jpg,1.000000
images/images/art and culture/2072.jpg,images/images/art and culture/2047.jpg,1.000000
